listing_id,name,room_type,property_type,accommodates,bedrooms,beds,latitude,longitude,is_superhost,host_listings_count,host_since,neighbourhood,neighbourhood_group,target_price,avg_price,availability_rate,est_revenue,total_reviews,host_tenure_days
1241310055121789211,Braguti Apartments,Entire home/apt,Entire condo,3,1.0,2.0,45.52137,9.7547,False,1,2018-10-03,Romano di Lombardia,,74.0,74.0,0.9013698630136986,24346.0,9,2820.0
1245794169078163112,Borgopalazzo Charme Home Bergamo,Entire home/apt,Entire rental unit,3,2.0,2.0,45.697983,9.680243,False,7,2019-04-25,Bergamo,,149.0,149.0,0.5835616438356165,31737.0,6,2616.0
1259420911785390857,Donizetti- cuore di Cittá Alta,Entire home/apt,Entire rental unit,4,2.0,2.0,45.70291,9.66473,True,3,2022-11-07,Bergamo,,159.0,159.0,0.18904109589041096,10971.0,6,1324.0
1259603447520946967,[5Min From Città Alta] Elegant & Vintage Apartment,Entire home/apt,Entire rental unit,4,1.0,2.0,45.69966,9.66625,True,4,2022-05-03,Bergamo,,94.0,94.0,0.6465753424657534,22184.0,62,1512.0
1260833957490458289,711 - Colere Ski e Trekking,Entire home/apt,Entire rental unit,3,1.0,2.0,45.976112,10.072565,False,2,2024-10-05,Colere,,115.0,115.0,0.4657534246575342,19550.0,1,626.0
730317516336427460,Boho Chic 3-BR Home in Denver | Walk to Sloan Lake,Entire home/apt,Entire home,6,3.0,3.0,39.74065,-105.02963,True,1,2015-11-17,West Colfax,,213.0,213.0,0.947945205479452,73698.0,112,3871.0
732477907257334600,"Chic,Big 1 Bdrm+PoolTable+Kitchen+PrivateEntry@DIA",Entire home/apt,Entire guest suite,6,1.0,3.0,39.79607,-104.73936,True,4,2016-05-27,Gateway - Green Valley Ranch,,88.0,88.0,0.6027397260273972,19360.0,77,3679.0
732790871786257775,Lovely 2 Bedroom DTC Condo,Entire home/apt,Entire condo,4,2.0,2.0,39.64002,-104.90403,False,2,2015-03-03,Hampden South,,72.0,72.0,0.27123287671232876,7128.0,2,4130.0
744831857961830656,SPIRE 2116: Stylish with Amazing City Views,Entire home/apt,Entire condo,2,1.0,1.0,39.7445,-104.99446,True,27,2022-05-20,CBD,,137.0,137.0,0.915068493150685,45758.0,6,1495.0
752939198381485004,Out West Stays: Private Guest House,Entire home/apt,Entire guesthouse,4,1.0,2.0,39.737072,-104.95633,False,1,2022-11-04,Congress Park,,150.0,150.0,0.7452054794520548,40800.0,142,1327.0
752966459599815014,Private 1-bedroom guesthouse near Tennyson Street,Entire home/apt,Entire guesthouse,2,1.0,1.0,39.775738,-105.05139,True,1,2014-12-25,Berkeley,,77.0,77.0,0.1780821917808219,5005.0,113,4198.0
756576953689070169,"Beautiful Denver | 5min to RiNo, City Park",Entire home/apt,Entire guest suite,2,1.0,2.0,39.76343,-104.95762,True,2,2020-10-12,Clayton,,97.0,97.0,0.8821917808219178,31234.0,138,2080.0
757140233752490396,Nice detached apartment in Denver Highlands,Entire home/apt,Entire rental unit,2,1.0,1.0,39.769527,-105.021614,True,1,2019-06-04,Sunnyside,,95.0,95.0,0.030136986301369864,1045.0,81,2576.0
759364899658576817,Charming Condo/Flat in Englewood,Entire home/apt,Entire condo,3,2.0,2.0,39.6678,-104.98846,False,1,2021-02-28,Overland,,101.0,101.0,1.0,36865.0,0,1941.0
760703102586509697,1 Bed 39th Floor Condo at Spire,Entire home/apt,Entire condo,2,1.0,1.0,39.745995,-104.99483,True,37,2022-02-18,CBD,,171.0,171.0,0.8986301369863013,56088.0,1,1586.0
761144528632047675,"4 BR, Luxurious-Gem/Mansion in Heart of Denver",Entire home/apt,Entire home,8,4.0,4.0,39.73353,-104.97272,True,6,2016-01-26,Cheesman Park,,203.0,203.0,0.8493150684931506,62930.0,45,3801.0
772642629515593700,Denver Colorado Bungalow,Entire home/apt,Entire home,5,2.0,3.0,39.78161,-104.7392,True,1,2020-12-05,Gateway - Green Valley Ranch,,130.0,130.0,0.7643835616438356,36270.0,263,2026.0
785447266663805413,Condo in Highland,Entire home/apt,Entire rental unit,2,0.0,1.0,39.76168,-105.01862,False,1,2017-08-18,Highland,,86.0,86.0,0.2547945205479452,7998.0,0,3231.0
787005401739320896,*New* Modern Private Basement Apartment,Entire home/apt,Entire rental unit,4,2.0,2.0,39.69184,-105.04874,False,1,2018-05-31,Mar Lee,,65.0,65.0,0.736986301369863,17485.0,4,2945.0
811821890223938235,Denver Basement Apartment,Entire home/apt,Entire guesthouse,6,2.0,3.0,39.67011,-105.02133,True,1,2014-04-25,College View - South Platte,,78.0,78.0,0.6904109589041096,19656.0,65,4442.0
813861024436932921,Park Hill Village,Private room,Private room in condo,2,1.0,1.0,39.77542,-104.93943,False,1,2017-02-19,Northeast Park Hill,,60.0,60.0,0.23013698630136986,5040.0,16,3411.0
825550813870652356,4 Story Modern Townhome in heart of Jefferson Park,Entire home/apt,Entire home,6,3.0,3.0,39.756912,-105.02386,True,1,2022-12-12,Jefferson Park,,229.0,229.0,0.8684931506849315,72593.0,153,1289.0
561895084577009325,Cozy Cute Cheesman Park / Botanical Garden Condo,Entire home/apt,Entire condo,2,1.0,1.0,39.73527,-104.96493,False,1,2014-03-28,Cheesman Park,,107.0,107.0,0.40273972602739727,15729.0,10,4470.0
573149267543126358,Fully Furnished Wash Park Condo!,Entire home/apt,Entire condo,2,1.0,1.0,39.70907,-104.9697,False,2,2016-06-20,Washington Park,,80.0,80.0,0.6520547945205479,19040.0,1,3655.0
577005359193933726,Updated home walkable to businesses and transit,Entire home/apt,Entire home,6,3.0,2.0,39.68796,-104.98633,True,2,2013-08-20,Platt Park,,187.0,187.0,0.4876712328767123,33286.0,6,4690.0
580503336125537660,Cheerful 3-bedroom residential home.,Entire home/apt,Entire home,6,3.0,4.0,39.7821,-104.75691,False,1,2022-03-11,Gateway - Green Valley Ranch,,144.0,144.0,0.7452054794520548,39168.0,79,1565.0
604989521863225138,Downing by Modern Midstay | 3Blks to Cheesman! #D2,Entire home/apt,Entire rental unit,2,1.0,1.0,39.7334,-104.97328,True,54,2013-09-06,Capitol Hill,,71.0,71.0,0.5917808219178082,15336.0,9,4673.0
606582672571957850,Studio By Downtown Denver Health Zoo Museum,Entire home/apt,Entire guest suite,1,1.0,1.0,39.76246,-104.94858,True,1,2019-05-10,Clayton,,58.0,58.0,0.736986301369863,15602.0,8,2601.0
610048506801271131,"Quaint row home, five blocks from City Park & Zoo!",Entire home/apt,Entire townhouse,3,1.0,2.0,39.751343,-104.96629,True,2,2022-04-21,Whittier,,132.0,132.0,1.0,48180.0,1,1524.0
613074925759334879,Carriage House with Sauna!,Entire home/apt,Entire cottage,2,1.0,1.0,39.6684,-104.9873,False,2,2016-03-23,Rosedale,,60.0,60.0,0.9123287671232877,19980.0,1,3744.0
617554194930465386,Historic home in hip Denver neighborhood,Entire home/apt,Entire home,4,2.0,2.0,39.71747,-104.99422,False,3,2013-10-16,Baker,,120.0,120.0,0.24383561643835616,10680.0,1,4633.0
620482639293091405,Beautiful 2br/2ba Condo in Ideal Downtown Location,Entire home/apt,Entire condo,4,2.0,2.0,39.7536,-105.00557,True,1,2015-11-22,Union Station,,313.0,313.0,0.14246575342465753,16276.0,78,3866.0
623287614756208718,Bright & Beautiful Sloan’s Lake retreat!,Entire home/apt,Entire guest suite,4,1.0,2.0,39.7364,-105.03945,True,1,2022-05-03,West Colfax,,69.0,69.0,0.8547945205479452,21528.0,192,1512.0
625441329227604900,Brand New Guest Suite Minutes from Downtown Denver,Entire home/apt,Entire guest suite,2,0.0,1.0,39.7435,-105.02734,True,2,2014-04-29,West Colfax,,97.0,97.0,0.4465753424657534,15811.0,359,4438.0
627550317542438321,Central LoHi Historic Haven | steps from downtown,Entire home/apt,Entire home,4,2.0,3.0,39.763412,-105.01038,True,2,2016-05-26,Highland,,170.0,170.0,0.7342465753424657,45560.0,87,3680.0
628400069310740351,Lovely home close to RiNo w/ private yard & sauna,Entire home/apt,Entire home,4,2.0,2.0,39.77267,-104.965096,False,1,2016-09-11,Cole,,270.0,270.0,0.4273972602739726,42120.0,26,3572.0
631314058170809558,Newly renovated garden apt. with spacious backyard,Entire home/apt,Entire rental unit,5,1.0,3.0,39.69387,-104.98651,True,1,2020-02-23,Platt Park,,75.0,75.0,0.9068493150684932,24825.0,51,2312.0
633872103811780869,"Modern denver home-close to city park, denver zoo",Entire home/apt,Entire home,8,4.0,5.0,39.7606,-104.95787,True,81,2015-06-03,Skyland,,186.0,186.0,0.0,0.0,49,4038.0
635458262425631049,Sportsfans paradise! dog friendly/outdoor kitchen,Entire home/apt,Entire home,6,3.0,3.0,39.68056,-104.92725,True,81,2015-06-03,Virginia Village,,208.0,208.0,0.8904109589041096,67600.0,15,4038.0
638492212651909679,Spectacular 2-bdrm Executive Downtown Penthouse,Entire home/apt,Entire condo,4,2.0,2.0,39.750946,-104.9958,False,1,2014-11-09,Union Station,,101.0,101.0,0.9095890410958904,33532.0,9,4244.0
651015547069911117,Sloan's Lake & Empire Field: Brick Bungalow,Entire home/apt,Entire home,4,1.0,2.0,39.74223,-105.03586,True,1,2015-02-23,West Colfax,,148.0,148.0,0.1506849315068493,8140.0,143,4138.0
654343546407541668,Cozy City Cottage *Apt Minutes to Downtown,Entire home/apt,Entire guest suite,4,2.0,2.0,39.69987,-105.03626,True,1,2015-09-20,Westwood,,88.0,88.0,0.3150684931506849,10120.0,46,3929.0
656552253939868837,"New, Furnished, views! Great for travel nurses!",Entire home/apt,Entire condo,2,2.0,2.0,39.79247,-105.023926,False,2,2020-10-29,Chaffee Park,,98.0,98.0,0.6356164383561644,22736.0,6,2063.0
660910275703974827,Pet Friendly I Remodeled I Near RiNo | Sleeps 7,Entire home/apt,Entire guest suite,6,3.0,3.0,39.76702,-104.96477,,73,2012-06-12,Cole,,130.0,130.0,0.13972602739726028,6630.0,82,5124.0
665215290599611077,Early Century Modern -  Business and Get Away,Entire home/apt,Entire home,2,1.0,1.0,39.77588,-105.04719,True,2,2018-10-04,Berkeley,,59.0,59.0,0.9835616438356164,21181.0,19,2819.0
674870371029074648,Cloud by Modern Midstay | 1 Block to City Park #C4,Entire home/apt,Entire rental unit,2,0.0,1.0,39.742195,-104.95454,True,54,2013-09-06,City Park,,59.0,59.0,0.8602739726027397,18526.0,5,4673.0
684024677900815323,Loft getaway w/ private hot tub & EV charger,Entire home/apt,Entire guest suite,4,2.0,3.0,39.78445,-105.01044,True,1,2018-08-02,Chaffee Park,,137.0,137.0,0.673972602739726,33702.0,140,2882.0
687768125161080215,Cute stand-alone home near downtown,Entire home/apt,Entire home,3,2.0,2.0,39.77143,-105.02028,True,1,2017-06-05,Sunnyside,,145.0,145.0,0.07397260273972603,3915.0,33,3305.0
691445932794042354,Walkout basement and easy access to I-70 and DIA,Entire home/apt,Entire home,3,3.0,3.0,39.77649,-104.77931,False,1,2022-08-09,Gateway - Green Valley Ranch,,106.0,106.0,0.7397260273972602,28620.0,35,1414.0
852854535745759941,"Colorful 2bd, Best Location!",Entire home/apt,Entire home,5,2.0,3.0,39.690998,-104.980125,False,1,2014-02-24,Platt Park,,70.0,70.0,0.663013698630137,16940.0,2,4502.0
855947490639190321,The Penn Pad,Entire home/apt,Entire condo,3,1.0,1.0,39.73729,-104.98151,True,2,2015-03-11,Capitol Hill,,172.0,172.0,0.8383561643835616,52632.0,118,4122.0
866571663171913828,2 BR Sloan Lake Oasis,Entire home/apt,Entire rental unit,4,2.0,2.0,39.752876,-105.036644,False,2,2012-01-13,Sloan Lake,,104.0,104.0,0.6383561643835617,24232.0,6,5275.0
871950860275751793,204J-Denver one Bed,Entire home/apt,Entire rental unit,2,1.0,1.0,39.729324,-104.93328,False,46,2022-04-03,Hale,,52.0,52.0,0.7068493150684931,13416.0,0,1542.0
873171696807770008,ApartHotel in RiNo,Private room,Room in hotel,2,1.0,1.0,39.77059,-104.97296,True,31,2021-12-08,Five Points,,165.0,165.0,0.9205479452054794,55440.0,124,1658.0
873219262468146985,Stay in a Catbird Studio,Private room,Room in hotel,2,1.0,1.0,39.770226,-104.97166,True,31,2021-12-08,Cole,,132.0,132.0,0.9616438356164384,46332.0,34,1658.0
873243210063843061,Enjoy a stay in a Catbird Studio,Private room,Room in hotel,2,1.0,1.0,39.770573,-104.972565,True,31,2021-12-08,Five Points,,182.0,182.0,0.9534246575342465,63336.0,122,1658.0
878394793556477430,NEW Gorgeous Lake Front Property Centrally located,Entire home/apt,Entire rental unit,4,2.0,2.0,39.744637,-105.03544,False,1,2023-02-20,West Colfax,,297.0,297.0,0.936986301369863,101574.0,42,1219.0
884738363520197003,Modern 5 Bed Home in Cherry Creek,Entire home/apt,Entire home,10,5.0,5.0,39.704697,-104.92431,True,18,2019-11-03,Washington Virginia Vale,,256.0,256.0,0.13150684931506848,12288.0,61,2424.0
899447319687636977,Beautiful Private Suite - Separate Entrance,Entire home/apt,Entire home,2,1.0,2.0,39.77229,-105.004456,False,2,2016-07-12,Sunnyside,,195.0,195.0,0.4821917808219178,34320.0,11,3633.0
900234797606261451,Walkable Congress Park Condo w/Dedicated Workspace,Entire home/apt,Entire condo,2,1.0,1.0,39.73546,-104.957855,True,4,2018-11-11,Congress Park,,78.0,78.0,0.16712328767123288,4758.0,5,2781.0
907214846974614185,"2BR Midterm Retreat in City Center. Sauna, Pets OK",Entire home/apt,Entire rental unit,2,2.0,2.0,39.735016,-104.997795,False,1,2023-06-05,Lincoln Park,,61.0,61.0,0.863013698630137,19215.0,12,1114.0
927631124503351382,Upscale Townhome w/ Stunning Rooftop Views,Entire home/apt,Entire home,6,3.0,3.0,39.749332,-104.97798,True,2,2016-01-25,Five Points,,356.0,356.0,0.005479452054794521,712.0,93,3802.0
932274272259564376,Zen Studio W/ Fireplace PS5 Heated Bathroom Floors,Entire home/apt,Entire home,4,1.0,2.0,39.72897,-105.00169,True,2,2015-09-22,Lincoln Park,,167.0,167.0,0.9863013698630136,60120.0,158,3927.0
933456017961856455,Clean New-Build Guest Suite in SE Denver,Entire home/apt,Entire guest suite,2,1.0,1.0,39.68095,-104.92126,True,1,2017-03-21,Virginia Village,,70.0,70.0,0.1863013698630137,4760.0,131,3381.0
936583893140647041,Private and Cozy Basement Suite,Entire home/apt,Entire home,6,3.0,3.0,39.79356,-104.74316,True,1,2023-07-14,Gateway - Green Valley Ranch,,129.0,129.0,0.663013698630137,31218.0,64,1075.0
939080907602144261,Urban Five Points Townhouse,Entire home/apt,Entire home,4,2.0,2.0,39.750103,-104.98038,False,1,2016-11-10,Five Points,,281.0,281.0,1.0,102565.0,17,3512.0
943103204160569398,The Re-Imagined Family Guest House,Entire home/apt,Entire home,5,2.0,2.0,39.695446,-105.03112,True,1,2023-07-25,Mar Lee,,117.0,117.0,1.0,42705.0,44,1064.0
950001051197836881,Sonder Ceros | Two-Bedroom Apartment,Entire home/apt,Entire rental unit,6,2.0,3.0,39.76501,-104.97463,False,24,2018-10-08,Five Points,,148.0,148.0,0.9452054794520548,51060.0,588,2815.0
953833530088361114,Downtown Denver Smart House,Entire home/apt,Entire townhouse,6,3.0,3.0,39.75338,-104.98313,True,1,2023-08-08,Five Points,,298.0,298.0,0.9123287671232877,99234.0,76,1050.0
779604409473563232,Il Cavaliere del Borgo d'Oro [Chorus Life],Entire home/apt,Entire condo,6,2.0,3.0,45.70507,9.68342,True,2,2018-03-12,Bergamo,,95.0,95.0,0.36164383561643837,12540.0,86,3025.0
781717600096738665,Alma Bergamo - Bilo vicino alla stazione con box,Entire home/apt,Entire rental unit,4,1.0,2.0,45.6932,9.67725,True,1,2022-08-30,Bergamo,,121.0,121.0,0.7972602739726027,35211.0,103,1393.0
810712882227633313,[Elegant & Central] Relax 2 min QC Terme+Park,Entire home/apt,Entire rental unit,4,1.0,2.0,45.84309,9.667329,,2,2023-01-23,San Pellegrino Terme,,120.0,120.0,0.4410958904109589,19320.0,41,1247.0
828103169160489043,AR Noho apartment: gym & sauna and private terrace,Entire home/apt,Entire rental unit,4,2.0,2.0,45.69198,9.67356,True,15,2022-10-11,Bergamo,,270.0,270.0,0.6328767123287671,62370.0,7,1351.0
832374813063385780,Casa di Nelly,Entire home/apt,Entire rental unit,6,2.0,4.0,45.71799,9.658386,False,1,2022-12-17,Bergamo,,123.0,123.0,0.7397260273972602,33210.0,6,1284.0
833403551460493721,Rooftop 503 - Attico con terrazze - aeroporto BGY,Entire home/apt,Entire vacation home,2,1.0,1.0,45.671352,9.665395,True,1,2017-06-20,Bergamo,,75.0,75.0,0.9808219178082191,26850.0,58,3290.0
841753440261568632,Villa Vescovado con vista su colli e vigneti,Entire home/apt,Entire home,7,3.0,6.0,45.676666,9.75681,False,3,2023-03-07,Brusaporto,,340.0,340.0,0.4904109589041096,60860.0,16,1204.0
859309211128704189,La Quiete Appartamento con vista,Entire home/apt,Entire rental unit,4,1.0,1.0,45.791706,9.937987,False,1,2023-03-31,Ranzanico,,71.0,71.0,1.0,25915.0,2,1180.0
870197892490249439,La Casa di Raffaella - appartamento con giardino,Entire home/apt,Entire home,6,2.0,4.0,45.82086,9.70675,False,1,2015-06-01,Bracca,,66.0,66.0,0.7205479452054795,17358.0,14,4040.0
873886400820598981,Il Giardino di Berbech-Stanza Castagno,Entire home/apt,Entire vacation home,3,1.0,2.0,45.7149,9.65298,False,3,2023-04-19,Bergamo,,125.0,125.0,0.9534246575342465,43500.0,6,1161.0
875917886185742206,【ღ Villa Prato Ovest ღ】Giardino privato+Box+WiFi,Entire home/apt,Entire villa,8,3.0,6.0,45.920807,10.062393,True,14,2021-06-05,Castione della Presolana,,224.0,224.0,0.03561643835616438,2912.0,10,1844.0
880509224919356456,Ca’ Mia,Entire home/apt,Entire home,4,2.0,2.0,45.89502,9.98057,True,2,2017-06-06,Rovetta,,179.0,179.0,1.0,65335.0,12,3304.0
886666993599170764,StayBergamo triple room centrale,Private room,Private room in rental unit,3,1.0,3.0,45.6876,9.665764,False,4,2020-09-07,Bergamo,,71.0,71.0,0.9095890410958904,23572.0,59,2115.0
887748340354776299,Casa a Carona,Entire home/apt,Entire rental unit,6,2.0,5.0,46.0219,9.78927,False,2,2013-07-08,Carona,,61.0,61.0,1.0,22265.0,5,4733.0
889599221613948592,Accogliente Appartamento Foppolo,Entire home/apt,Entire rental unit,4,2.0,5.0,46.04324,9.750208,False,3,2018-08-27,Foppolo,,85.0,85.0,0.8794520547945206,27285.0,30,2857.0
897886359210726338,Corte dei sogni - Mountain&Lake (016179-LNI-00006),Entire home/apt,Entire rental unit,6,1.0,4.0,45.78999,9.952,False,107,2015-10-10,Ranzanico,,145.0,145.0,0.8602739726027397,45530.0,6,3909.0
902165372590462466,Appartamento Gelsomino,Entire home/apt,Entire rental unit,4,1.0,2.0,45.77403,10.0369,True,2,2023-05-25,Riva di Solto,,110.0,110.0,0.1643835616438356,6600.0,38,1125.0
911451285008684447,Living Room indipendente,Entire home/apt,Entire rental unit,2,1.0,1.0,45.90832,9.92916,False,1,2015-06-26,Villa d'Ogna,,50.0,50.0,0.4794520547945205,8750.0,11,4015.0
192430,Treetop View Room East City Park 1-2 months,Private room,Private room in rental unit,1,1.0,1.0,39.7435,-104.93753,False,1,2011-08-04,South Park Hill,,36.0,36.0,0.37534246575342467,4932.0,133,5437.0
504080,Creative Haven in Artist’s Abode,Entire home/apt,Entire home,4,2.0,3.0,39.76574,-104.95379,True,3,2012-05-14,Clayton,,102.0,102.0,0.1589041095890411,5916.0,102,5153.0
1223593,Sweet and sunny in Capitol Hill,Private room,Private room in home,2,1.0,1.0,39.73704,-104.96965,False,3,2013-05-31,Cheesman Park,,53.0,53.0,1.0,19345.0,160,4771.0
1637744,Park Hill Denver: Shady Retreat,Private room,Private room in home,3,1.0,1.0,39.74446,-104.91113,False,2,2013-09-08,South Park Hill,,60.0,60.0,0.9972602739726028,21840.0,40,4671.0
1785877,"European style pension, Cheesman Park",Private room,Private room in home,2,1.0,1.0,39.7388,-104.96965,False,3,2013-05-31,Cheesman Park,,45.0,45.0,1.0,16425.0,172,4771.0
2216969,Modern Studio,Entire home/apt,Entire rental unit,2,0.0,1.0,39.7212,-104.91337,True,5,2013-12-30,Hilltop,,60.0,60.0,0.8356164383561644,18300.0,167,4558.0
3150813,Modern Urban Oasis in Rino,Entire home/apt,Entire home,12,2.0,3.0,39.77101,-104.96639,True,1,2010-05-31,Cole,,392.0,392.0,0.9917808219178083,141904.0,255,5867.0
4180622,Modern Guest House in Berkeley Lake,Entire home/apt,Entire guesthouse,3,2.0,2.0,39.77658,-105.04629,False,1,2013-03-11,Berkeley,,150.0,150.0,0.24383561643835616,13350.0,240,4852.0
6349335,Rock House in Berkeley neighborhood of Denver,Entire home/apt,Entire home,8,3.0,5.0,39.78471,-105.0361,True,1,2015-03-16,Regis,,200.0,200.0,0.8684931506849315,63400.0,186,4117.0
10928100,"Best Hostel Closest to LoDo, RiNo, Union Station!",Shared room,Shared room in hostel,10,1.0,5.0,39.75374,-104.99271,False,18,2015-11-12,Five Points,,48.0,48.0,0.989041095890411,17328.0,80,3876.0
12169927,Modern apartment in LoHi,Entire home/apt,Entire rental unit,2,1.0,1.0,39.76645,-105.01507,True,1,2010-02-06,Highland,,89.0,89.0,0.7726027397260274,25098.0,431,5981.0
14772610,Cozy Garden-Level Private Unit  - DT Denver,Entire home/apt,Entire place,2,1.0,1.0,39.75397,-104.97301,True,1,2016-08-27,Whittier,,114.0,114.0,0.9452054794520548,39330.0,156,3587.0
14786288,Private Rm for Single  Female Guest,Private room,Private room in home,1,1.0,1.0,39.73802,-104.90012,False,2,2016-04-23,East Colfax,,35.0,35.0,0.15616438356164383,1995.0,18,3713.0
15270140,Row Home w/ Patio + Grill - 1 mile to Broncos Fld!,Entire home/apt,Entire home,4,1.0,1.0,39.73884,-105.03598,True,1,2014-04-16,West Colfax,,150.0,150.0,0.2465753424657534,13500.0,92,4451.0
15743145,Double Master Unit in Gorgeous Victorian Mansion,Entire home/apt,Entire condo,8,2.0,4.0,39.770382,-104.96701,True,3,2013-05-08,Cole,,124.0,124.0,0.4904109589041096,22196.0,383,4794.0
16053158,Private Oasis in Victorian Home,Private room,Private room in home,2,1.0,1.0,39.739456,-104.90904,False,2,2015-09-20,Montclair,,86.0,86.0,0.29315068493150687,9202.0,1,3929.0
29130386,Quaint Carriage House Near Downtown & Interstate,Entire home/apt,Entire guesthouse,2,1.0,1.0,39.76314,-104.95737,True,1,2018-10-08,Clayton,,107.0,107.0,0.7150684931506849,27927.0,357,2815.0
29540755,Spacious Fully Furnished Bedroom Downtown Denver,Entire home/apt,Entire home,2,1.0,6.0,39.74991,-105.02291,False,1,2018-10-17,Jefferson Park,,1022.0,1022.0,0.9808219178082191,365876.0,42,2806.0
30039546,Cute House in $million neighborhood,Entire home/apt,Entire home,3,2.0,2.0,39.68801,-104.95458,False,1,2013-03-10,Cory - Merrill,,95.0,95.0,0.9123287671232877,31635.0,7,4853.0
31086360,Beautiful large 3 bedroom 8 minutes to downtown,Entire home/apt,Entire home,6,3.0,3.0,39.74848,-105.03089,False,1,2016-06-29,Sloan Lake,,217.0,217.0,0.736986301369863,58373.0,82,3646.0
31932034,Charming University of Denver Cottage Apartment,Entire home/apt,Entire guest suite,4,1.0,2.0,39.68286,-104.96522,True,1,2013-09-29,University,,79.0,79.0,0.6904109589041096,19908.0,114,4650.0
